"school";"sex";"age";"address";"famsize";"Pstatus";"Medu";"Fedu";"Mjob";"Fjob";"reason";"nursery";"internet";"higher";"famsup";"freetime";"goout";"romantic";"activities";"health";"famrel";"guardian";"traveltime";"schoolsup";"studytime.portugese";"failures.portugese";"paid.portugese";"Dalc.portugese";"Walc.portugese";"absences.portugese";"G1.portugese";"G2.portugese";"G3.portugese";"studytime.math";"failures.math";"paid.math";"Dalc.math";"Walc.math";"absences.math";"G1.math";"G2.math";"G3.math";"large_family";"any_support";"relationships";"total_failures";"both_courses"
"GP";"F";16;"urban";"LE3";"T";3;1;"other";"other";"home";"yes";"no";"yes";TRUE;3;3;"no";"no";2;3;"father";"<15 min";TRUE;2;0;"no";2;3;0;12;13;12;2;0;"no";2;3;4;7;6;6;FALSE;TRUE;3;0;TRUE
"GP";"F";16;"urban";"LE3";"T";3;3;"other";"other";"reputation";"yes";"yes";"yes";TRUE;4;5;"no";"yes";4;4;"mother";"15-30 min";FALSE;2;0;"no";1;1;0;14;14;15;2;0;"yes";1;1;4;10;11;9;FALSE;TRUE;4;0;TRUE
"GP";"F";16;"urban";"LE3";"T";4;3;"teacher";"services";"course";"yes";"yes";"yes";TRUE;4;3;"no";"yes";1;5;"mother";"30-60 min";FALSE;2;0;"no";1;2;2;16;15;16;2;0;"no";1;2;2;16;15;15;FALSE;TRUE;5;0;TRUE
"GP";"F";16;"urban";"LE3";"T";4;4;"health";"health";"other";"yes";"yes";"yes";TRUE;4;5;"yes";"yes";4;5;"mother";"<15 min";FALSE;3;0;"no";1;1;2;15;15;14;3;0;"yes";1;1;4;14;15;16;FALSE;TRUE;8;0;TRUE
"GP";"F";16;"urban";"LE3";"T";4;4;"teacher";"teacher";"reputation";"yes";"yes";"yes";TRUE;5;2;"no";"no";3;4;"mother";"<15 min";FALSE;2;0;"no";1;2;0;11;10;11;2;0;"yes";1;2;0;9;9;10;FALSE;TRUE;4;0;TRUE
"GP";"F";17;"rural";"GT3";"A";3;2;"other";"other";"home";"yes";"yes";"yes";TRUE;3;3;"no";"no";2;4;"mother";"<15 min";FALSE;2;0;"no";2;3;0;14;14;16;2;0;"yes";2;3;4;9;10;10;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"rural";"GT3";"T";2;1;"at_home";"services";"course";"yes";"no";"yes";FALSE;1;1;"no";"yes";3;2;"mother";"30-60 min";FALSE;2;0;"no";1;1;2;13;13;13;2;0;"no";1;1;2;13;11;11;TRUE;FALSE;2;0;TRUE
"GP";"F";17;"rural";"GT3";"T";2;1;"at_home";"services";"reputation";"yes";"yes";"yes";TRUE;2;5;"no";"yes";5;4;"mother";"15-30 min";FALSE;2;0;"no";1;2;0;11;10;11;2;0;"no";1;2;2;6;6;6;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"rural";"GT3";"T";2;2;"other";"other";"reputation";"yes";"yes";"yes";TRUE;3;2;"no";"no";3;5;"mother";"<15 min";FALSE;1;0;"no";1;2;21;13;13;13;1;0;"no";1;2;18;7;6;6;TRUE;TRUE;5;0;TRUE
"GP";"F";17;"rural";"GT3";"T";2;4;"at_home";"other";"course";"yes";"yes";"yes";TRUE;4;3;"yes";"no";5;4;"father";"<15 min";FALSE;3;0;"no";1;1;0;15;15;15;3;0;"no";1;1;7;12;14;14;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"rural";"GT3";"T";3;4;"at_home";"services";"course";"no";"yes";"yes";TRUE;3;4;"no";"yes";5;4;"father";"<15 min";FALSE;3;0;"no";2;5;2;15;15;17;3;0;"yes";2;5;0;11;11;10;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"rural";"GT3";"T";4;2;"other";"other";"course";"yes";"yes";"yes";TRUE;3;4;"no";"yes";5;4;"mother";"<15 min";FALSE;3;0;"no";1;3;2;11;12;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";17;"rural";"GT3";"T";4;3;"teacher";"other";"reputation";"yes";"yes";"yes";TRUE;4;2;"yes";"yes";4;4;"mother";"15-30 min";FALSE;3;0;"no";1;1;0;11;12;12;3;0;"yes";1;1;6;7;7;7;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"rural";"GT3";"T";4;4;"services";"services";"reputation";"yes";"yes";"yes";TRUE;3;4;"no";"yes";5;5;"mother";"15-30 min";FALSE;3;0;"no";1;1;0;7;7;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;5;0;FALSE
"GP";"F";17;"rural";"GT3";"T";4;4;"teacher";"teacher";"course";"yes";"yes";"yes";FALSE;4;4;"no";"yes";5;4;"mother";"<15 min";FALSE;1;0;"no";1;1;2;15;16;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;4;0;FALSE
"GP";"F";17;"rural";"LE3";"A";1;4;"other";"other";"course";"yes";"yes";"yes";TRUE;5;4;"no";"no";5;5;"other";">60 min";FALSE;1;1;"no";1;1;14;9;9;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;5;1;FALSE
"GP";"F";17;"rural";"LE3";"T";1;1;"at_home";"other";"course";"yes";"yes";"yes";FALSE;3;3;"no";"yes";5;4;"mother";"15-30 min";FALSE;3;0;"no";1;3;4;15;14;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;4;0;FALSE
"GP";"F";17;"rural";"LE3";"T";2;2;"services";"services";"course";"yes";"yes";"yes";TRUE;3;2;"no";"yes";3;3;"mother";"<15 min";FALSE;3;0;"no";2;2;0;11;11;10;3;0;"yes";2;2;3;11;11;11;FALSE;TRUE;3;0;TRUE
"GP";"F";17;"rural";"LE3";"T";3;1;"services";"other";"reputation";"yes";"no";"yes";TRUE;1;2;"no";"no";3;3;"mother";"15-30 min";FALSE;4;0;"no";1;1;0;18;19;19;4;0;"yes";1;1;6;18;18;18;FALSE;TRUE;3;0;TRUE
"GP";"F";17;"rural";"LE3";"T";4;4;"services";"other";"other";"yes";"no";"yes";TRUE;2;1;"no";"no";3;5;"mother";"<15 min";FALSE;1;0;"no";1;2;6;12;11;11;1;0;"yes";1;2;12;8;10;10;FALSE;TRUE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"A";2;1;"other";"other";"course";"yes";"yes";"yes";FALSE;2;3;"yes";"yes";3;3;"mother";"15-30 min";FALSE;3;0;"no";1;2;0;15;15;16;3;0;"no";1;2;10;12;10;12;TRUE;FALSE;6;0;TRUE
"GP";"F";17;"urban";"GT3";"A";2;2;"at_home";"at_home";"home";"yes";"yes";"yes";TRUE;3;1;"yes";"no";4;3;"father";"<15 min";FALSE;2;0;"no";1;2;18;10;12;14;2;1;"no";1;2;0;9;8;0;TRUE;TRUE;6;1;TRUE
"GP";"F";17;"urban";"GT3";"A";3;3;"health";"other";"reputation";"no";"yes";"yes";TRUE;3;3;"yes";"no";3;3;"mother";"<15 min";FALSE;2;0;"no";1;3;10;12;13;14;2;0;"no";1;3;6;8;7;9;TRUE;TRUE;6;0;TRUE
"GP";"F";17;"urban";"GT3";"A";4;3;"services";"services";"course";"yes";"yes";"yes";TRUE;2;2;"yes";"no";5;5;"mother";"<15 min";FALSE;2;0;"no";1;2;14;15;14;17;2;0;"yes";1;2;23;13;13;13;TRUE;TRUE;8;0;TRUE
"GP";"F";17;"urban";"GT3";"A";4;4;"other";"teacher";"home";"yes";"no";"yes";TRUE;1;4;"no";"no";1;4;"mother";"15-30 min";TRUE;2;0;"no";1;1;2;10;13;13;2;0;"no";1;1;6;6;5;6;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"urban";"GT3";"T";1;1;"at_home";"other";"course";"no";"no";"yes";FALSE;3;2;"yes";"no";4;4;"mother";"<15 min";TRUE;2;0;"no";1;1;10;10;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";17;"urban";"GT3";"T";1;1;"at_home";"other";"course";"no";"yes";"yes";TRUE;3;3;"no";"no";3;5;"father";"<15 min";FALSE;2;0;"no";1;1;2;9;11;11;2;0;"no";1;1;4;5;5;6;TRUE;TRUE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"T";1;1;"at_home";"other";"reputation";"yes";"no";"yes";TRUE;3;4;"yes";"yes";5;4;"mother";"<15 min";FALSE;3;0;"no";1;1;12;12;12;12;3;1;"no";1;1;0;6;5;0;TRUE;TRUE;7;1;TRUE
"GP";"F";17;"urban";"GT3";"T";1;1;"at_home";"services";"course";"yes";"yes";"yes";FALSE;3;3;"no";"yes";3;5;"mother";"<15 min";FALSE;2;0;"no";1;1;0;12;11;12;2;0;"no";1;1;0;8;8;9;TRUE;FALSE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"T";1;1;"other";"other";"course";"no";"no";"yes";TRUE;4;4;"no";"no";1;4;"mother";"<15 min";FALSE;2;0;"no";1;3;0;14;15;15;2;0;"yes";1;3;4;9;9;10;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"urban";"GT3";"T";1;1;"other";"services";"course";"yes";"no";"yes";TRUE;3;4;"no";"no";5;4;"father";"<15 min";FALSE;2;0;"no";1;2;4;11;10;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";17;"urban";"GT3";"T";1;1;"services";"teacher";"reputation";"yes";"yes";"yes";TRUE;3;3;"no";"no";3;4;"mother";"<15 min";FALSE;3;0;"no";1;1;0;13;13;14;3;0;"yes";1;1;6;13;12;12;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"urban";"GT3";"T";2;1;"services";"other";"course";"yes";"yes";"yes";TRUE;3;4;"yes";"yes";1;4;"mother";"15-30 min";FALSE;2;0;"no";2;2;10;12;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";17;"urban";"GT3";"T";2;1;"services";"other";"reputation";"yes";"yes";"yes";TRUE;3;5;"no";"yes";4;4;"mother";"<15 min";FALSE;2;0;"no";2;4;4;12;16;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";17;"urban";"GT3";"T";2;2;"at_home";"at_home";"course";"yes";"yes";"yes";TRUE;3;3;"no";"yes";4;4;"mother";"<15 min";FALSE;3;0;"no";1;1;0;12;12;13;3;0;"yes";1;1;4;9;10;10;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"urban";"GT3";"T";2;2;"other";"other";"course";"no";"yes";"yes";TRUE;4;5;"no";"no";5;5;"mother";"<15 min";FALSE;2;0;"no";1;2;12;12;12;14;2;0;"no";1;2;4;10;9;11;TRUE;TRUE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"T";2;2;"other";"other";"course";"yes";"no";"yes";TRUE;2;2;"yes";"no";3;4;"mother";"<15 min";FALSE;2;0;"no";1;1;4;14;13;13;2;0;"no";1;1;12;11;9;9;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"urban";"GT3";"T";2;2;"other";"services";"reputation";"yes";"yes";"yes";TRUE;2;3;"yes";"no";1;4;"father";"30-60 min";FALSE;3;0;"no";1;1;8;13;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";17;"urban";"GT3";"T";2;2;"services";"services";"reputation";"yes";"yes";"yes";TRUE;3;4;"no";"yes";4;4;"mother";"<15 min";FALSE;2;0;"no";1;3;0;13;17;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";17;"urban";"GT3";"T";2;3;"at_home";"other";"home";"yes";"no";"yes";TRUE;3;3;"no";"no";3;3;"father";"15-30 min";FALSE;1;0;"no";1;4;4;12;13;13;1;0;"yes";1;4;3;7;7;8;TRUE;TRUE;3;0;TRUE
"GP";"F";17;"urban";"GT3";"T";2;3;"other";"other";"course";"yes";"yes";"yes";FALSE;2;1;"yes";"yes";3;4;"father";"15-30 min";FALSE;2;0;"no";1;1;2;11;12;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;7;0;FALSE
"GP";"F";17;"urban";"GT3";"T";2;4;"at_home";"health";"reputation";"yes";"yes";"yes";TRUE;3;3;"yes";"no";1;4;"mother";"15-30 min";FALSE;2;0;"no";1;1;6;15;16;16;2;0;"yes";1;1;2;10;10;10;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"urban";"GT3";"T";2;4;"services";"services";"reputation";"yes";"no";"yes";TRUE;4;2;"no";"yes";5;5;"father";"<15 min";FALSE;2;0;"no";2;3;0;17;18;17;2;0;"no";2;3;0;16;17;17;TRUE;TRUE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"T";3;1;"other";"at_home";"home";"yes";"yes";"yes";TRUE;1;2;"yes";"no";3;4;"mother";"<15 min";FALSE;1;1;"yes";1;1;6;10;13;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;1;FALSE
"GP";"F";17;"urban";"GT3";"T";3;1;"services";"services";"course";"no";"yes";"yes";TRUE;4;3;"no";"no";5;3;"father";"<15 min";FALSE;3;0;"no";2;3;0;17;18;17;3;0;"no";2;3;1;12;14;15;TRUE;TRUE;3;0;TRUE
"GP";"F";17;"urban";"GT3";"T";3;2;"health";"health";"reputation";"no";"yes";"yes";TRUE;2;2;"no";"yes";5;5;"father";"<15 min";FALSE;4;0;"no";1;2;0;18;18;18;4;0;"yes";1;2;0;17;17;18;TRUE;TRUE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"T";3;2;"other";"other";"course";"no";"yes";"yes";FALSE;3;4;"no";"yes";3;5;"mother";"<15 min";FALSE;2;0;"no";1;3;2;17;18;17;2;0;"no";1;3;10;16;15;15;TRUE;FALSE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"T";3;2;"other";"other";"course";"yes";"no";"yes";FALSE;4;2;"no";"yes";3;5;"father";"<15 min";FALSE;2;0;"no";1;1;4;14;14;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;5;0;FALSE
"GP";"F";17;"urban";"GT3";"T";3;2;"other";"other";"home";"yes";"yes";"yes";TRUE;3;2;"yes";"no";2;4;"mother";"<15 min";FALSE;2;0;"no";2;3;0;12;13;15;2;0;"yes";2;3;0;7;8;0;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"urban";"GT3";"T";3;3;"at_home";"other";"course";"yes";"yes";"yes";TRUE;2;5;"no";"yes";5;4;"mother";"<15 min";FALSE;1;0;"yes";2;5;2;11;12;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";17;"urban";"GT3";"T";3;3;"other";"other";"home";"no";"no";"yes";FALSE;2;3;"no";"yes";4;3;"mother";"<15 min";FALSE;3;0;"no";1;1;2;15;12;13;3;0;"no";1;1;4;10;9;9;TRUE;FALSE;3;0;TRUE
"GP";"F";17;"urban";"GT3";"T";3;3;"services";"other";"home";"yes";"yes";"yes";TRUE;2;2;"yes";"no";5;4;"mother";"15-30 min";FALSE;3;0;"no";2;3;10;11;11;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";17;"urban";"GT3";"T";3;4;"at_home";"services";"home";"yes";"yes";"yes";TRUE;4;3;"yes";"no";5;4;"mother";"<15 min";FALSE;3;1;"yes";3;4;14;8;9;8;3;1;"yes";3;4;28;10;9;9;TRUE;TRUE;7;2;TRUE
"GP";"F";17;"urban";"GT3";"T";3;4;"services";"other";"course";"yes";"yes";"yes";FALSE;4;5;"no";"no";5;4;"mother";"<15 min";FALSE;3;0;"no";1;3;8;11;13;14;3;0;"no";1;3;16;16;15;15;TRUE;FALSE;4;0;TRUE
"GP";"F";17;"urban";"GT3";"T";4;2;"other";"other";"reputation";"yes";"yes";"yes";TRUE;3;3;"no";"no";3;4;"mother";"15-30 min";FALSE;3;0;"no";1;1;0;16;16;16;3;0;"yes";1;1;0;15;12;14;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"urban";"GT3";"T";4;3;"health";"other";"reputation";"yes";"yes";"yes";TRUE;4;3;"yes";"yes";4;4;"mother";"<15 min";FALSE;3;0;"no";1;3;0;11;12;13;3;0;"yes";1;3;0;13;15;15;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"urban";"GT3";"T";4;3;"health";"services";"reputation";"yes";"yes";"yes";TRUE;2;2;"no";"no";3;4;"mother";"<15 min";FALSE;3;0;"no";1;2;0;17;18;18;3;0;"yes";1;2;0;15;15;15;TRUE;TRUE;4;0;TRUE
"GP";"F";17;"urban";"GT3";"T";4;3;"other";"other";"reputation";"yes";"yes";"yes";FALSE;4;5;"yes";"no";1;3;"mother";"<15 min";FALSE;2;0;"no";2;4;16;11;9;10;2;2;"yes";2;4;22;6;6;4;TRUE;FALSE;6;2;TRUE
"GP";"F";17;"urban";"GT3";"T";4;4;"health";"health";"course";"yes";"yes";"yes";FALSE;3;4;"no";"yes";5;5;"mother";"<15 min";FALSE;1;0;"no";1;2;2;14;15;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;5;0;FALSE
"GP";"F";17;"urban";"GT3";"T";4;4;"other";"teacher";"course";"yes";"no";"yes";TRUE;2;1;"yes";"no";4;4;"mother";"<15 min";TRUE;1;0;"no";1;1;0;13;13;13;1;0;"no";1;1;0;11;11;12;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"urban";"GT3";"T";4;4;"services";"teacher";"home";"yes";"yes";"yes";TRUE;2;4;"no";"no";2;4;"mother";"15-30 min";FALSE;1;1;"no";2;3;30;14;15;16;1;1;"no";2;3;24;18;18;18;TRUE;TRUE;4;2;TRUE
"GP";"F";17;"urban";"GT3";"T";4;4;"teacher";"services";"course";"yes";"yes";"yes";TRUE;3;1;"yes";"no";5;5;"mother";"<15 min";FALSE;2;0;"yes";1;4;2;11;11;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;8;0;FALSE
"GP";"F";17;"urban";"GT3";"T";4;4;"teacher";"services";"course";"yes";"yes";"yes";TRUE;4;4;"no";"yes";4;5;"mother";"<15 min";FALSE;3;0;"no";1;3;0;13;12;13;3;0;"yes";1;3;7;10;9;9;TRUE;TRUE;5;0;TRUE
"GP";"F";17;"urban";"GT3";"T";4;4;"teacher";"teacher";"course";"no";"yes";"yes";TRUE;3;3;"yes";"no";4;4;"mother";"15-30 min";FALSE;3;0;"no";1;2;4;15;14;15;3;0;"yes";1;2;4;14;14;14;TRUE;TRUE;7;0;TRUE
"GP";"F";17;"urban";"LE3";"A";2;1;"other";"other";"course";"yes";"yes";"yes";TRUE;2;2;"no";"no";5;3;"mother";"30-60 min";FALSE;1;0;"no";1;2;8;11;10;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;3;0;FALSE
"GP";"F";17;"urban";"LE3";"A";2;2;"other";"other";"home";"no";"yes";"no";TRUE;1;2;"no";"no";1;3;"mother";"<15 min";FALSE;1;1;"no";1;1;8;11;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;3;1;FALSE
"GP";"F";17;"urban";"LE3";"A";3;3;"services";"other";"home";"yes";"yes";"yes";TRUE;3;3;"no";"no";5;5;"mother";"<15 min";TRUE;2;0;"no";1;1;0;12;12;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;5;0;FALSE
"GP";"F";17;"urban";"LE3";"A";4;2;"teacher";"other";"course";"yes";"no";"yes";TRUE;3;2;"no";"yes";4;4;"mother";"<15 min";FALSE;2;0;"no";1;1;4;15;14;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;4;0;FALSE
"GP";"F";17;"urban";"LE3";"T";0;2;"at_home";"at_home";"home";"yes";"yes";"yes";FALSE;3;3;"no";"no";2;3;"father";"15-30 min";FALSE;3;0;"no";2;3;0;14;14;15;3;0;"no";2;3;0;16;15;15;FALSE;FALSE;3;0;TRUE
"GP";"F";17;"urban";"LE3";"T";1;1;"at_home";"at_home";"course";"yes";"yes";"yes";TRUE;3;2;"yes";"yes";4;4;"mother";"<15 min";FALSE;3;0;"no";1;2;10;11;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;7;0;FALSE
"GP";"F";17;"urban";"LE3";"T";2;1;"other";"other";"home";"yes";"yes";"yes";FALSE;2;3;"no";"yes";2;4;"father";"<15 min";FALSE;2;0;"no";2;2;2;11;12;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;4;0;FALSE
"GP";"F";17;"urban";"LE3";"T";2;2;"other";"other";"course";"yes";"yes";"yes";TRUE;4;4;"yes";"no";5;3;"father";"<15 min";FALSE;1;0;"no";1;3;2;13;12;12;1;0;"no";1;3;12;10;13;12;FALSE;TRUE;6;0;TRUE
"GP";"F";17;"urban";"LE3";"T";2;2;"services";"other";"course";"yes";"yes";"yes";TRUE;4;4;"yes";"no";5;4;"mother";"15-30 min";TRUE;2;0;"no";2;3;6;12;12;12;2;0;"yes";2;3;6;12;12;12;FALSE;TRUE;7;0;TRUE
"GP";"F";17;"urban";"LE3";"T";2;2;"services";"services";"course";"yes";"yes";"yes";FALSE;4;1;"yes";"yes";2;3;"father";"<15 min";FALSE;4;0;"no";1;1;2;10;11;12;4;0;"yes";1;1;0;10;9;0;FALSE;FALSE;6;0;TRUE
"GP";"F";17;"urban";"LE3";"T";2;4;"services";"services";"course";"yes";"yes";"yes";FALSE;3;2;"yes";"yes";5;4;"father";"<15 min";FALSE;2;0;"no";1;1;8;14;15;16;2;0;"no";1;1;0;14;15;15;FALSE;FALSE;7;0;TRUE
"GP";"F";17;"urban";"LE3";"T";3;2;"other";"other";"reputation";"yes";"yes";"yes";FALSE;4;4;"no";"no";1;4;"mother";"15-30 min";FALSE;2;0;"no";1;3;2;14;16;15;2;0;"yes";1;3;2;14;15;15;FALSE;FALSE;4;0;TRUE
"GP";"F";17;"urban";"LE3";"T";3;3;"other";"other";"reputation";"yes";"yes";"yes";TRUE;3;3;"yes";"yes";1;5;"mother";"<15 min";FALSE;2;0;"no";2;3;32;14;13;14;2;0;"no";2;3;56;9;9;8;FALSE;TRUE;8;0;TRUE
"GP";"F";17;"urban";"LE3";"T";4;2;"teacher";"services";"reputation";"yes";"yes";"yes";TRUE;2;3;"no";"yes";4;4;"mother";"<15 min";FALSE;4;0;"no";1;1;2;14;15;17;4;0;"yes";1;1;6;14;12;13;FALSE;TRUE;4;0;TRUE
"GP";"F";17;"urban";"LE3";"T";4;3;"health";"other";"reputation";"yes";"yes";"yes";FALSE;2;3;"yes";"yes";3;3;"father";"<15 min";FALSE;2;0;"no";1;2;0;14;12;12;2;0;"no";1;2;14;13;13;14;FALSE;FALSE;6;0;TRUE
"GP";"F";18;"rural";"GT3";"A";3;2;"other";"services";"home";"no";"yes";"no";FALSE;1;1;"yes";"no";5;4;"mother";"15-30 min";FALSE;2;0;"no";1;1;15;12;9;10;2;0;"no";1;1;75;10;9;9;TRUE;FALSE;7;0;TRUE
"GP";"F";18;"rural";"GT3";"T";1;1;"at_home";"other";"course";"no";"no";"yes";TRUE;2;5;"no";"yes";4;5;"mother";"30-60 min";FALSE;1;3;"no";1;5;6;11;10;11;1;3;"no";1;5;6;9;8;10;TRUE;TRUE;5;6;TRUE
"GP";"F";18;"rural";"GT3";"T";2;1;"other";"other";"reputation";"yes";"yes";"no";TRUE;3;5;"yes";"no";3;4;"mother";"15-30 min";FALSE;2;0;"no";1;2;12;8;9;10;2;0;"no";1;2;0;6;0;0;TRUE;TRUE;7;0;TRUE
"GP";"F";18;"rural";"GT3";"T";2;2;"at_home";"other";"course";"yes";"no";"yes";FALSE;4;4;"no";"yes";4;4;"mother";"15-30 min";FALSE;4;0;"no";1;1;6;14;13;14;4;0;"no";1;1;0;10;9;0;TRUE;FALSE;4;0;TRUE
"GP";"F";18;"rural";"GT3";"T";2;2;"other";"other";"home";"yes";"no";"yes";FALSE;2;3;"no";"no";5;3;"mother";"<15 min";TRUE;2;0;"no";1;1;4;11;11;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;3;0;FALSE
"GP";"F";18;"rural";"GT3";"T";3;1;"other";"other";"reputation";"yes";"yes";"yes";FALSE;3;3;"yes";"yes";4;5;"mother";"<15 min";FALSE;2;0;"no";1;1;4;8;8;8;2;1;"no";1;1;16;9;8;7;TRUE;FALSE;8;1;TRUE
"GP";"F";18;"rural";"GT3";"T";4;4;"teacher";"other";"reputation";"yes";"yes";"yes";FALSE;3;4;"no";"yes";4;4;"mother";"15-30 min";FALSE;2;0;"no";2;2;8;10;11;12;2;0;"yes";2;2;8;12;10;11;TRUE;FALSE;4;0;TRUE
"GP";"F";18;"rural";"LE3";"T";1;1;"at_home";"other";"reputation";"yes";"no";"yes";TRUE;2;2;"no";"yes";3;5;"mother";"15-30 min";FALSE;4;0;"no";1;1;2;17;17;18;4;0;"yes";1;1;1;12;12;12;FALSE;TRUE;5;0;TRUE
"GP";"F";18;"urban";"GT3";"A";3;2;"other";"services";"course";"no";"yes";"yes";TRUE;3;3;"yes";"yes";5;4;"other";"<15 min";FALSE;3;0;"no";5;1;10;12;11;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";18;"urban";"GT3";"A";4;4;"at_home";"teacher";"course";"yes";"no";"yes";FALSE;3;4;"no";"no";3;4;"mother";"15-30 min";TRUE;2;0;"no";1;1;4;0;11;11;2;0;"no";1;1;6;5;6;6;TRUE;TRUE;4;0;TRUE
"GP";"F";18;"urban";"GT3";"T";1;1;"other";"other";"home";"yes";"yes";"yes";FALSE;4;4;"no";"yes";4;5;"mother";"15-30 min";TRUE;2;0;"no";1;1;0;12;13;13;2;0;"no";1;1;4;8;9;10;TRUE;TRUE;5;0;TRUE
"GP";"F";18;"urban";"GT3";"T";1;1;"other";"other";"home";"yes";"yes";"yes";FALSE;5;5;"no";"yes";2;4;"mother";"15-30 min";FALSE;3;0;"no";1;2;0;14;14;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;4;0;FALSE
"GP";"F";18;"urban";"GT3";"T";1;4;"other";"teacher";"home";"no";"no";"yes";TRUE;4;4;"yes";"no";5;3;"mother";"<15 min";TRUE;2;0;"no";1;2;2;10;10;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;6;0;FALSE
"GP";"F";18;"urban";"GT3";"T";2;1;"other";"other";"course";"no";"yes";"yes";TRUE;4;4;"yes";"no";3;4;"other";"15-30 min";FALSE;3;0;"no";1;1;10;12;10;11;3;0;"yes";1;1;0;7;0;0;TRUE;TRUE;7;0;TRUE
"GP";"F";18;"urban";"GT3";"T";2;1;"other";"other";"home";"yes";"yes";"yes";TRUE;2;5;"yes";"no";1;4;"mother";"<15 min";FALSE;2;0;"no";1;2;8;14;14;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";18;"urban";"GT3";"T";2;1;"other";"other";"reputation";"yes";"yes";"yes";FALSE;3;1;"yes";"yes";5;4;"mother";"15-30 min";FALSE;2;0;"no";1;1;10;12;13;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;7;0;FALSE
"GP";"F";18;"urban";"GT3";"T";2;1;"services";"other";"course";"yes";"yes";"yes";TRUE;3;3;"no";"yes";1;5;"mother";"15-30 min";FALSE;2;0;"no";1;2;2;12;12;15;2;0;"yes";1;2;0;8;8;0;TRUE;TRUE;5;0;TRUE
